"tau_i","T_i","sim_i","template_i"
23999,76,0.957748341207446,1
24074,77,0.954071732063381,1
24150,77,0.961584471558729,1
24226,77,0.909767036172956,1
24302,77,0.915517454298727,1
24378,77,0.943474367200897,1
24454,77,0.895291682940537,1
24530,77,0.937134211846781,1
24606,76,0.894973852124359,1
24681,76,0.938705522686584,1
24756,78,0.893342359714724,1
24833,78,0.93980642202213,1
24910,78,0.94276885068938,1
24987,78,0.820223290705903,1
25064,78,0.938530856205602,1
25141,76,0.900687558525052,1
25216,78,0.945734157864962,1
25293,78,0.946438889581602,1
25370,78,0.847419944895468,1
25447,79,0.919431207052723,1
25525,81,0.849627773284053,1
25605,77,0.909291485264762,1
25681,78,0.921020471404413,1
25758,79,0.890872650506471,1
25836,79,0.907908839462155,1
25914,77,0.919316882636889,1
25990,77,0.906860194487824,1
26066,75,0.916629145892865,1
26140,76,0.840954990065775,1
26215,77,0.933129240685851,1
26291,78,0.933857031045502,1
26368,76,0.886395472928822,1
26443,75,0.932393939490551,1
26517,77,0.893502885058893,1
26593,78,0.950202212144191,1
26670,76,0.887114375762591,1
26745,75,0.945392604358173,1
26819,76,0.90408309417824,1
26894,75,0.93648477947424,1
26968,77,0.940536497138348,1
27044,78,0.820697505613204,1
27121,77,0.958295741118633,1
27197,76,0.915188709141251,1
27272,77,0.938578210358654,1
27348,77,0.948159711895104,1
27424,76,0.905869610393761,1
27499,77,0.93745655378962,1
27575,76,0.86767209283588,1
27650,77,0.959636001869157,1
27726,74,0.883570847482108,1
27799,74,0.958636232625521,1
27872,75,0.841914865673264,1
27946,74,0.929980436183756,1
28019,77,0.955117381787807,1
28095,77,0.879873180852929,1
28171,77,0.936997468296245,1
28247,75,0.949759040667389,1
28321,75,0.960973845091364,1
28395,75,0.894570133574334,1
28469,76,0.946318038912904,1
28544,75,0.860159212506887,1
28618,73,0.896754003143912,1
28690,73,0.939144129584057,1
28762,77,0.894832779336792,1
28838,77,0.955551892053028,1
28914,75,0.864203902819552,1
28988,76,0.945173151698018,1
29063,76,0.895888159869881,1
29138,78,0.956938146208216,1
29215,78,0.887038484470068,1
29292,80,0.942686897807062,1
29407,87,0.837151046506901,2
29493,120,0.928628214581569,2
29612,124,0.857313226257995,2
29758,112,0.849657315883358,2
29876,62,0.542622118959868,1
29953,53,0.795794110864429,1
30005,52,0.624264577691866,1
30237,61,0.726974236131334,1
30297,63,0.402314901477529,1
30359,64,0.678627796404488,1
30422,94,0.823475046626291,2
30526,137,0.830221838168897,2
30662,109,0.687675065157223,2
30816,54,0.600227705956388,1
30869,72,0.762030612653626,2
30972,73,0.640464714379487,1
31048,59,0.685467886120384,1
31106,105,0.745858904086357,2
31211,136,0.858912694298603,2
31346,69,0.705619906291862,1
31414,100,0.733325728975343,1
31525,50,0.189054049285367,1
31574,78,0.770704088426477,1
31651,97,0.820810482514271,2
31750,62,0.470523300447125,1
31811,72,0.748057628627143,1
31882,79,0.925117808328211,1
31960,76,0.942285703224569,1
32035,76,0.961545655180659,1
32110,74,0.795758789986035,1
32183,75,0.933596987231817,1
32257,77,0.889149832555407,1
32333,76,0.912571036320688,1
32408,76,0.930718095624299,1
32483,75,0.935125783954676,1
32557,76,0.936743212708705,1
32632,76,0.947516868383457,1
32707,74,0.822413317250631,1
32780,76,0.934820018096552,1
32855,75,0.948613508349952,1
32929,73,0.951207609086105,1
33001,74,0.878557945277455,1
33074,73,0.954573317584526,1
33146,73,0.95862871529836,1
33218,73,0.777326927475649,1
33290,72,0.952782217574615,1
33361,74,0.871232416109228,1
33434,76,0.914447629307385,1
33509,75,0.921577247136935,1
33583,76,0.925349490998898,1
33658,76,0.93233833515983,1
33733,75,0.953428243362121,1
33807,77,0.848462623267171,1
33883,76,0.922778173966492,1
33958,75,0.846224247696492,1
34032,76,0.922593159350423,1
34107,75,0.894731829867007,1
34181,76,0.919936471634989,1
34256,77,0.887066251706324,1
34332,76,0.910882128828261,1
34407,76,0.910111474795705,1
34482,74,0.91943679534811,1
34555,74,0.924703661690625,1
34628,75,0.866977552835488,1
34702,76,0.949059645999451,1
34777,77,0.829774341531049,1
34853,77,0.932017484083304,1
34929,75,0.933383092555669,1
35003,74,0.943455867778534,1
35076,77,0.872585071530973,1
35152,75,0.942651654649634,1
35226,77,0.907100357810855,1
35302,76,0.911789115216109,1
35377,78,0.865011772820855,1
35454,78,0.916991760747773,1
35531,78,0.932700134403679,1
35608,78,0.908533777494079,1
35685,79,0.909432083937935,1
35763,78,0.935750115838891,1
35840,79,0.873143748854804,1
35918,78,0.949968958593134,1
35995,78,0.894847100573133,1
36072,77,0.925060622333815,1
36148,78,0.927896192990874,1
36225,77,0.944841115886502,1
36301,79,0.951656427407893,1
36379,79,0.873743623725832,1
36457,79,0.911500686432019,1
36535,77,0.930450726332284,1
36611,78,0.935208345485028,1
36688,79,0.916101183906391,1
36766,78,0.939597142457923,1
36843,78,0.878197245314323,1
36920,78,0.937514608435509,1
36997,79,0.901707915024757,1
37075,77,0.93428229250273,1
37151,77,0.918641240214889,1
37227,78,0.93711628676036,1
37304,77,0.895540565200194,1
37380,77,0.942774703019141,1
37456,78,0.857362430824398,1
37533,77,0.920775633201504,1
37609,77,0.883906039898224,1
37685,76,0.904076731310104,1
37760,76,0.945619014869308,1
37835,77,0.883990693379355,1
37911,77,0.937709177730076,1
37987,77,0.938225447299845,1
38063,77,0.898687281460542,1
38139,77,0.927269810612832,1
38215,77,0.935858645948969,1
38291,77,0.86254170920806,1
38367,77,0.932151931853552,1
38443,77,0.948650639103204,1
38519,76,0.874897627804859,1
38594,77,0.931885688217299,1
38670,76,0.919634897083405,1
38745,75,0.945601399440325,1
38819,75,0.961529856321283,1
38893,75,0.900359362178323,1
38967,75,0.932746519409206,1
39041,76,0.943215878582058,1
39116,76,0.867327611947629,1
39191,75,0.939485839866984,1
39265,75,0.953734820907171,1
39339,76,0.844610608212901,1
39414,76,0.938373965285595,1
39489,76,0.830668998489445,1
39564,77,0.919070063204774,1
39640,78,0.94772442916611,1
39717,78,0.895622114613757,1
39794,77,0.949647005933563,1
39870,78,0.87095103848512,1
39947,79,0.917111086456456,1
40025,79,0.928258656427088,1
40103,79,0.941169942177901,1
40181,78,0.845418267595522,1
40258,78,0.945039246101833,1
40335,77,0.884151543637954,1
40411,78,0.928732020756182,1
40488,79,0.957135212075403,1
40605,103,0.782774927502549,2
40740,51,0.682858969235706,1
40838,50,0.771325756858952,1
40935,62,0.79567270178612,1
41017,58,0.666089727194567,1
41092,50,0.633948670431516,1
41144,63,0.660771485917697,2
41219,76,0.66800158045098,1
41319,50,0.515622580276823,2
41406,57,0.605887013565278,1
41462,61,0.769545045863069,2
41534,53,0.776400006327895,2
41622,60,0.680922941671885,1
41701,58,0.78987622967443,2
41758,66,0.543808491778959,1
41859,80,0.601225622117506,2
41977,51,0.674791939964149,2
42027,58,0.799807867009089,1
42105,60,0.551948477177866,1
42227,56,0.66240068638157,2
42282,56,0.532942465230664,1
42359,66,0.683205776156877,1
42448,59,0.563703761379948,1
42546,50,0.675844812367604,1
42643,63,0.721408525234635,2
42715,68,0.656150566342795,1
42786,53,0.375455569379301,1
42848,63,0.777984829365842,1
42920,50,0.288975623759074,2
42969,50,0.607858479104189,1
43039,54,0.62015210740577,1
43105,62,0.629452639585296,1
43178,68,0.6852251502207,2
43256,65,0.760078216862453,2
43320,73,0.557384389478656,1
43420,59,0.494825831516717,1
43478,52,0.435248055764095,2
43545,50,0.666853211225783,2
43631,55,0.67613316728068,1
43685,77,0.458676451516653,2
43761,60,0.693359017960148,1
43854,52,0.603259607643514,2
43915,50,0.303317246433112,2
43964,71,0.668099199882971,1
44044,73,0.532145219702819,1
44116,68,0.609908841481416,1
44222,72,0.673164580770081,2
44298,80,0.605150284477298,2
44423,72,0.723528186158954,2
44503,50,0.658559029376178,1
44588,52,0.567851588716914,1
44639,50,5.47200634876595e-08,2
44688,121,1.89542168159205e-08,2
44842,64,9.423672308014e-08,2
44905,128,1.89542168159205e-08,1
45054,62,0.553326340708337,2
45115,56,0.659798336412361,2
45180,71,0.721137824129262,2
45250,64,0.445751018901832,1
45313,58,0.646920078673709,1
45370,54,0.69269858346291,1
45446,58,0.651150353312172,1
45513,127,0.55041406920273,2
45664,50,0.614811973943611,2
45734,62,0.641894952241754,1
45795,72,0.499986170984473,1
45884,63,0.767534345841203,1
45958,60,0.672007309334409,2
46017,55,0.647411823314701,2
46071,70,0.733824540825437,1
46176,55,0.543736997335864,2
46230,53,0.695689118011869,2
46282,50,0.141375570842984,1
46336,50,1.89542168159205e-08,2
46385,75,1.89542168159205e-08,2
46488,52,1.12318031657771e-07,2
46539,60,1.82557209187055e-08,1
46598,52,1.31818545049703e-08,1
46691,52,7.87537043198819e-08,1
46783,63,0.568932451251971,1
46851,75,0.709406212621649,1
46925,86,0.759483044009087,2
47010,68,0.676504461959483,2
47084,68,0.531401326247089,2
47151,62,0.762340932860407,2
47212,69,0.436822671829645,1
47280,56,0.562380969121878,2
47357,81,0.641017407071035,1
47437,54,0.644188995922721,2
47531,51,0.622754838883956,1
47601,50,0.594647841085867,2
47650,87,0.656338493832223,1
47766,52,0.665711410117285,2
47817,51,0.561566168550158,2
47867,51,0.696186067583238,1
47917,57,0.718128047095531,2
47973,61,0.782617527971277,1
48056,57,0.689133248367433,2
48112,50,0.573183305240043,1
48180,66,0.781864504691351,1
48256,67,0.687262822119361,1
48324,63,0.547271956480067,1
48408,56,0.447301400232953,2
48463,50,0.501815608722365,2
48512,99,0.884115415162981,1
48635,84,0.798542550524611,1
48718,78,0.911433497955324,1
48795,77,0.923276160651412,1
48871,76,0.95603970243986,1
48946,75,0.867099712391343,1
49020,74,0.956600229846737,1
49093,74,0.854063327168731,1
49166,75,0.944821537446606,1
49240,76,0.853565664755687,1
49315,73,0.942334421889078,1
49387,74,0.946997218714621,1
49460,75,0.959151471838039,1
49534,77,0.969124253361925,1
49651,76,0.761091980894949,2
49728,70,0.821556396825542,1
49797,73,0.741951901925921,1
49869,89,0.813109025877529,1
49957,69,0.751722200674164,1
50025,59,0.81464237718498,2
50083,67,0.52695154390357,2
50172,71,0.807218380098361,1
50242,98,0.886958678816455,1
50362,82,0.857674483185663,1
50443,77,0.942564762119385,1
50519,76,0.902056925888342,1
50594,75,0.944335613184212,1
50668,74,0.875355797647387,1
50741,74,0.962434849024342,1
50814,73,0.819491068389437,1
50886,75,0.94948893615771,1
50960,76,0.958542652571447,1
51035,75,0.884225207355278,1
51109,79,0.969031631810329,1
51187,91,0.738885431302593,1
51294,50,0.627646677507276,2
51381,51,0.687340383906473,1
51437,65,0.648617082757723,1
51501,67,0.791616759078752,1
51605,71,0.712153743668073,2
51675,66,0.523800905817243,2
51749,101,0.77029430071912,1
51856,50,0.356404073693864,1
51905,69,0.833753367969626,1
51973,78,0.933314453408829,1
52050,76,0.942347765083068,1
52125,75,0.953775728838716,1
52199,76,0.864903972213331,1
52274,75,0.931734198321008,1
52348,76,0.947430391736303,1
52423,76,0.951275104709547,1
52498,75,0.83112269345351,1
52572,77,0.954344777308673,1
52648,76,0.892165880541825,1
52723,77,0.935674126181792,1
52799,75,0.909125666277869,1
52873,76,0.946350829798189,1
52948,76,0.958404712635343,1
53023,76,0.885695359826826,1
53098,75,0.951805023911001,1
53172,77,0.860600779625429,1
53248,77,0.938699052328059,1
53324,77,0.893070001215561,1
53400,77,0.925761824533934,1
53476,76,0.934423846041673,1
53551,76,0.956105541892285,1
53626,76,0.844533785503199,1
53701,77,0.952677723170615,1
53777,76,0.904295692354029,1
53852,76,0.952277442068533,1
53927,77,0.899940421394064,1
54003,76,0.940435974385494,1
54078,77,0.954788109855794,1
54154,76,0.957394751287397,1
54229,75,0.874706007678123,1
54303,76,0.944153300548411,1
54378,77,0.944456481404254,1
54454,78,0.823163511710525,1
54531,77,0.93237965853729,1
54607,77,0.941030684167204,1
54683,78,0.947456781353673,1
54760,78,0.852997600027686,1
54837,78,0.939414429606308,1
54914,79,0.947592854121196,1
54992,79,0.879454718591311,1
55070,80,0.944583126313447,1
55149,79,0.948889142979646,1
55227,78,0.893946748538856,1
55304,79,0.942186213465264,1
55382,79,0.960682838164514,1
55460,79,0.87482868120587,1
55538,78,0.962385747806229,1
55615,79,0.901197640730881,1
55693,80,0.94251341983124,1
55772,79,0.94595880431894,1
55850,79,0.914119938336635,1
55928,78,0.956936350092658,1
56005,80,0.896700177809753,1
56084,78,0.940044724585755,1
56161,78,0.940705677336373,1
56238,79,0.864041224592618,1
56316,79,0.930598903924199,1
56394,79,0.938679450468062,1
56472,80,0.947542163821866,1
56551,79,0.920448307990512,1
56629,78,0.953249174331081,1
56706,79,0.903842408730519,1
56784,78,0.907789717526654,1
56861,79,0.925286917233039,1
56939,77,0.9403240780668,1
57015,76,0.868234150012611,1
57090,76,0.927692983049363,1
57165,77,0.95428877640452,1
57241,77,0.882493464617997,1
57317,79,0.954429664635605,1
57395,79,0.885371216383391,1
57473,79,0.930608119241201,1
57551,80,0.934420812867646,1
57630,80,0.879631050600398,1
57709,78,0.96071951272811,1
57786,79,0.885731198094124,1
57864,78,0.945107945830623,1
57941,77,0.965328402794665,1
58017,79,0.884173756210612,1
58095,79,0.955282454882849,1
58173,79,0.885733788715063,1
58251,80,0.952563748985373,1
58330,78,0.872960124815742,1
58407,79,0.950385372292036,1
58485,78,0.881409098612454,1
58562,77,0.947475963883507,1
58638,77,0.962845046694255,1
58714,79,0.882032428973391,1
58792,80,0.942303113923632,1
58871,80,0.959239259617595,1
58950,79,0.884807797852496,1
59028,78,0.952641890095749,1
59105,79,0.896690089793485,1
59183,78,0.942883145476845,1
59260,78,0.949301744126976,1
59337,79,0.908192715139119,1
59415,79,0.933889574073973,1
59493,79,0.944205529361479,1
59571,80,0.915745303985038,1
59650,78,0.94964381174707,1
59727,79,0.962110010898059,1
59805,79,0.882992014105286,1
59883,80,0.933785098671701,1
59962,78,0.950287617494254,1
60039,78,0.934392113177116,1
60116,78,0.947971892199292,1
60193,78,0.959013038783796,1
60270,78,0.835358026421966,1
60347,77,0.95796195914029,1
60423,78,0.8338884614419,1
60500,79,0.947410034336269,1
60578,79,0.892210384514018,1
60656,79,0.946405671192982,1
60734,79,0.868602523095877,1
60812,79,0.946442035368518,1
60890,79,0.952497931090783,1
60968,78,0.871700605335574,1
61045,79,0.948875195331723,1
61123,78,0.959496172518999,1
61200,77,0.971281130254854,1
61276,78,0.838665231524493,1
61353,77,0.958209109506191,1
61429,78,0.824294869296988,1
61506,77,0.944888866979983,1
61582,78,0.945521097222285,1
61659,78,0.95834927242741,1
61736,79,0.842758025154918,1
61814,79,0.964204956594534,1
61892,77,0.825805198200784,1
61968,78,0.952794666270222,1
62045,80,0.891612064338277,1
62124,80,0.942077028132289,1
62203,80,0.944784685043528,1
62282,79,0.889510844376573,1
62360,78,0.959293910913193,1
62437,79,0.879597868412177,1
62515,79,0.950770035805696,1
62593,79,0.953738269218836,1
62671,79,0.903294394770041,1
62749,79,0.947315880250622,1
62827,79,0.950353675400987,1
62905,80,0.954727684090806,1
62984,79,0.878692579871879,1
63062,79,0.947614450656539,1
63140,79,0.952976355498458,1
63218,80,0.911991942815332,1
63297,80,0.948849566936551,1
63376,79,0.887961425240173,1
63454,79,0.93903094589843,1
63532,78,0.794141850845869,1
63609,79,0.913913195406036,1
63687,78,0.941957735989627,1
63764,79,0.944418623722928,1
63842,79,0.877513248410067,1
63920,80,0.883724297027882,1
63999,80,0.935110245587622,1
64078,79,0.942627182312607,1
64156,78,0.954188444524716,1
64233,79,0.908063421870128,1
64311,79,0.943658863831308,1
64389,79,0.923946216951511,1
64467,78,0.943126199390218,1
64544,79,0.853309331460441,1
64622,79,0.943406036415482,1
64700,80,0.947431161549578,1
64779,81,0.871704192999318,1
64859,79,0.93409424038839,1
64937,81,0.843034376323134,1
65017,79,0.930327453958377,1
65095,80,0.943605629466792,1
65174,79,0.84393797534108,1
65252,79,0.957631537702982,1
65330,78,0.858886563425266,1
65407,78,0.946391691838061,1
65484,78,0.94685725237327,1
65561,80,0.950590125284806,1
65640,78,0.955622777359334,1
65717,78,0.794485778360685,1
65794,77,0.962517155616335,1
65870,78,0.847866380674815,1
65947,78,0.937664591392665,1
66024,78,0.933253607340493,1
66101,79,0.937309133074431,1
66179,78,0.942175642743678,1
66256,77,0.957104604001153,1
66332,78,0.866341964178948,1
66409,79,0.946444328379217,1
66487,77,0.950343134928058,1
66563,81,0.848190369412949,1
66643,79,0.95445756386741,1
66721,78,0.859026500723106,1
66798,78,0.950978385687129,1
66875,78,0.956815075359366,1
66952,78,0.820128072888013,1
67029,79,0.940625714001848,1
67107,79,0.875017974293135,1
67185,81,0.940729682269478,1
67265,82,0.899727255149334,1
67346,81,0.935269939026887,1
67426,80,0.966441322811333,1
67505,79,0.917703577815745,1
67583,79,0.925626063466814,1
67661,80,0.933496967799821,1
67740,78,0.940412879871715,1
67817,78,0.954847302899278,1
67894,78,0.900459067761799,1
67971,78,0.954758143416695,1
68048,78,0.878870940330726,1
68125,78,0.942708497149658,1
68202,79,0.896177192120641,1
68280,79,0.937524765010973,1
68358,78,0.951036650572245,1
68435,77,0.951435506980704,1
68511,77,0.953909014510797,1
68587,78,0.853511783896823,1
68664,78,0.933710239707491,1
68741,79,0.953370180906439,1
68819,79,0.875175601890236,1
68897,78,0.948355704674914,1
68974,78,0.83749535390127,1
69051,77,0.957158083084602,1
69127,76,0.854712804886163,1
69202,76,0.949731740383286,1
69277,76,0.831719457056039,1
69352,76,0.9436509103481,1
69427,77,0.955395336769577,1
69503,77,0.836867799645933,1
69579,78,0.947968247848352,1
69656,77,0.963630248055944,1
69732,77,0.847225341166652,1
69808,78,0.9417428486577,1
69885,77,0.94399229624337,1
69961,77,0.947926797009055,1
70037,77,0.961759149743956,1
70113,76,0.97253982105852,1
70188,78,0.852698155736008,1
70265,78,0.959042555795749,1
70342,78,0.812768798298829,1
70419,78,0.938342865090959,1
70496,80,0.857405456025479,1
70575,79,0.952057980025667,1
70653,78,0.810975018617732,1
70730,77,0.954281816419563,1
70806,78,0.852904860043252,1
70883,78,0.951968209247549,1
70960,79,0.954181006101704,1
71038,79,0.89064540524297,1
71116,78,0.951010597246252,1
71193,78,0.96317708530361,1
71270,76,0.789754429858258,1
71345,78,0.944321450990705,1
71422,78,0.779004641148836,1
71499,77,0.951341242985808,1
71575,79,0.896296311941551,1
