"acc","tau_i","idx"
2.04818700318111,860,8
1.89573679607692,860,9
1.74054043331375,860,10
1.60103216707223,860,11
1.46020751949851,860,12
1.34125314538308,860,13
1.25922396737038,860,14
1.24377610525367,860,15
1.32965446639343,860,16
1.48835412452816,860,17
1.56034964030502,860,18
1.45949340526088,860,19
1.14866574772647,860,20
0.872060204343714,860,21
0.845328930062139,860,22
0.883192504497179,860,23
0.923080169866085,860,24
0.906741418487101,860,25
0.841068962689743,860,26
0.717731147436141,860,27
0.629701516593378,860,28
0.61217971217609,860,29
0.475954829789551,860,30
0.23590040271267,860,31
0.291521868819476,860,32
0.582835311215784,860,33
0.870407950331337,860,34
1.2665010856687,860,35
1.8521131174958,860,36
2.85661512983461,860,37
3.84149736430991,860,38
3.63458966047063,860,39
2.5167433321656,860,40
1.937988906057,860,41
2.14511841165004,860,42
2.50412659424399,860,43
2.62027842032102,860,44
2.61282548211701,860,45
2.56885597105015,860,46
2.5246942389129,860,47
2.43972477956019,860,48
2.24278130900005,860,49
1.95477594624039,860,50
1.62820391843282,860,51
1.27476625308329,860,52
0.950459888685472,860,53
0.691806331280655,860,54
0.474959998315648,860,55
0.307336948641064,860,56
0.272214988566023,860,57
0.468680061449172,860,58
0.68642333876406,860,59
0.826700671343625,860,60
0.850921853051148,860,61
0.757242365428665,860,62
0.60032324625988,860,63
0.512507560919837,860,64
0.486820295386296,860,65
0.506507650485163,860,66
0.567748183616645,860,67
0.94976312836412,860,68
1.7156745029288,860,69
3.11268662091127,860,70
4.19951937726212,860,71
2.89400846577891,860,72
1.8172369135586,860,73
1.64237541384423,860,74
1.94990102312912,860,75
2.23006816039331,860,76
2.06894683353633,860,77
2.46626154330801,978,1
2.54794309198616,978,2
2.56288216662413,978,3
2.50703729529499,978,4
2.38793488185922,978,5
2.14126341210044,978,6
1.83635100130667,978,7
1.5362086446834,978,8
1.25066942075034,978,9
0.959308605194387,978,10
0.705258108780041,978,11
0.531408505765574,978,12
0.420291565463786,978,13
0.461809484527981,978,14
0.708043077785526,978,15
0.999478363947915,978,16
1.13966530174433,978,17
1.02918462872315,978,18
0.727343110230653,978,19
0.397051633921836,978,20
0.200641471286472,978,21
0.272525228189979,978,22
0.405828781630874,978,23
0.673395129177513,978,24
1.21590665760164,978,25
1.72540488002092,978,26
2.78864232199112,978,27
3.28845784525209,978,28
2.13321213197375,978,29
1.21252051529036,978,30
1.50240507187642,978,31
1.86835194757305,978,32
2.43330618706319,978,33
2.10303352327061,978,34
1.70673987473194,978,35
1.55412644273238,978,36
1.51544184975868,978,37
1.58220858296244,978,38
1.6881996327449,978,39
1.76645435831215,978,40
1.81867149315098,978,41
1.84366211654956,978,42
1.8311032193735,978,43
1.78403279117846,978,44
1.71498862969992,978,45
1.61320581451965,978,46
1.47952593758947,978,47
1.34430130551153,978,48
1.22710309265359,978,49
1.17421676022786,978,50
1.15842177120425,978,51
1.17974997351134,978,52
1.07475625143565,978,53
0.969563819456976,978,54
1.02678624844707,978,55
0.988254015929103,978,56
0.860489395634833,978,57
0.731734241374558,978,58
0.624382094554288,978,59
0.658168671390549,978,60
0.699075103261445,978,61
0.628614349183981,978,62
0.39419538302725,978,63
0.288542891092468,978,64
0.455668739327156,978,65
0.651535877753482,978,66
1.29297563782153,978,67
2.04512762437947,978,68
3.41959690606949,978,69
4.35386965813172,978,70
3.42094212169689,978,71
1.96503791312025,978,72
1.54324884577958,978,73
2.02377493807983,978,74
2.48753653239505,978,75
2.00611540046928,1085,1
1.75799687144204,1085,2
1.5752095098748,1085,3
1.47417536270282,1085,4
1.5369414432567,1085,5
1.74508251953883,1085,6
1.8619438767052,1085,7
1.84816151891549,1085,8
1.78742300533478,1085,9
1.75869582361476,1085,10
1.72916771887518,1085,11
1.64831156035502,1085,12
1.51760238534341,1085,13
1.34033615186639,1085,14
1.16880580080696,1085,15
1.05994811193756,1085,16
1.02105190857272,1085,17
0.994517973693789,1085,18
0.93339916434503,1085,19
0.786915497369317,1085,20
0.874127565061302,1085,21
1.07382773292554,1085,22
1.09195833253838,1085,23
1.04350706753716,1085,24
0.964573480871209,1085,25
0.848388472340354,1085,26
0.748682175559162,1085,27
0.656665059219691,1085,28
0.542884886509101,1085,29
0.351371598169232,1085,30
0.263601972678506,1085,31
0.532167266937755,1085,32
0.797079669794682,1085,33
1.1425677222817,1085,34
1.64169059204224,1085,35
2.87205658022261,1085,36
4.23342745302196,1085,37
4.00413910847263,1085,38
2.30124509776773,1085,39
1.54955929218601,1085,40
1.90890125464886,1085,41
2.416497051519,1085,42
2.59178509911605,1085,43
2.63670741645712,1085,44
2.60860192440318,1085,45
2.54783457076789,1085,46
2.38707121804105,1085,47
2.13995724256351,1085,48
1.84876012505679,1085,49
1.54086469230754,1085,50
1.24672210215429,1085,51
1.00011299361622,1085,52
0.782280640179725,1085,53
0.606612726539759,1085,54
0.477583500552521,1085,55
0.422043836585727,1085,56
0.671766328420828,1085,57
0.985605905014778,1085,58
1.06346744190878,1085,59
0.944349511568678,1085,60
0.719144630794112,1085,61
0.487509999897438,1085,62
0.328581801078514,1085,63
0.26683515510517,1085,64
0.283390190373626,1085,65
0.343540390638423,1085,66
0.709781656567708,1085,67
1.55355366820719,1085,68
2.56275340210485,1085,69
3.79454134250768,1085,70
2.89734136752989,1085,71
1.42608169471458,1085,72
1.36140699278357,1085,73
1.78719584824943,1085,74
2.28324286925417,1085,75
2.24585373521964,1085,76
2.24585373521964,1160,1
1.86756766945672,1160,2
1.73008496901164,1160,3
1.76541581504188,1160,4
1.87200133546961,1160,5
1.91275874066752,1160,6
1.87499386665664,1160,7
1.79996805527209,1160,8
1.74224826015123,1160,9
1.7354163765506,1160,10
1.69846342321523,1160,11
1.59655034370984,1160,12
1.47740481926925,1160,13
1.37569836810254,1160,14
1.26272403952724,1160,15
1.19946738179911,1160,16
1.17774402991482,1160,17
1.1388652246864,1160,18
1.02346177261293,1160,19
0.858923745160186,1160,20
0.894916197193905,1160,21
1.02452183968913,1160,22
1.02518534909547,1160,23
0.944701540170227,1160,24
0.824468919972124,1160,25
0.723481167688558,1160,26
0.709673164210117,1160,27
0.769359473848214,1160,28
0.792506151395685,1160,29
0.667571718993548,1160,30
0.356725384574745,1160,31
0.184891860285952,1160,32
0.442236362141333,1160,33
0.877057010689727,1160,34
1.41378994196451,1160,35
2.04698339025992,1160,36
3.22910637793183,1160,37
4.10209519636003,1160,38
3.42817167014722,1160,39
2.0159449397243,1160,40
1.70466594968046,1160,41
2.11455645467318,1160,42
2.46562710075956,1160,43
2.64284297679601,1160,44
2.61541239578006,1160,45
2.54397602189958,1160,46
2.48265905834853,1160,47
2.37548837084083,1160,48
2.20082370943245,1160,49
1.94148113562816,1160,50
1.61447607600732,1160,51
1.24721890620693,1160,52
0.898904333063313,1160,53
0.608119231730094,1160,54
0.433669228790792,1160,55
0.375085323626505,1160,56
0.41938168772611,1160,57
0.572682285390425,1160,58
0.721666127790407,1160,59
0.780419118166643,1160,60
0.705287175553334,1160,61
0.570274495309057,1160,62
0.38559823651049,1160,63
0.174289988237994,1160,64
0.0372155881318568,1160,65
0.0814125297481905,1160,66
0.249833944851375,1160,67
0.741270530912972,1160,68
1.57727011003189,1160,69
2.4473148551014,1160,70
4.01039486833903,1160,71
3.35729191462405,1160,72
1.63492538056023,1160,73
0.995756496338337,1160,74
1.097044210595,1160,75
1.52977580056687,1160,76
1.92118036633732,1160,77
1.92118036633732,1236,1
1.87921339927109,1236,2
1.7881985348389,1236,3
1.90250597896564,1236,4
2.11723262774783,1236,5
2.19601161199116,1236,6
2.10305967580571,1236,7
1.93344381868209,1236,8
1.77320613578907,1236,9
1.68252251099354,1236,10
1.58647124146642,1236,11
1.45513470166854,1236,12
1.32246209775555,1236,13
1.21809441341794,1236,14
1.16482015779261,1236,15
1.18429937093625,1236,16
1.2833799125746,1236,17
1.32358226038278,1236,18
1.25331121434383,1236,19
1.14163479274241,1236,20
1.10629155289191,1236,21
1.14319420922256,1236,22
1.13679637578592,1236,23
1.05686233729848,1236,24
0.934345225278109,1236,25
0.835706288118021,1236,26
0.85159790981425,1236,27
0.869883900299345,1236,28
0.820388322686275,1236,29
0.68223016643945,1236,30
0.568494503051701,1236,31
0.634636904064048,1236,32
0.708890682686689,1236,33
0.750875489012659,1236,34
1.1958172937368,1236,35
2.303164779168,1236,36
4.07156002043443,1236,37
4.67053776347007,1236,38
3.0691368493438,1236,39
1.67701431120906,1236,40
1.63624509166567,1236,41
2.14615260408015,1236,42
2.42263864412339,1236,43
2.56871232332467,1236,44
2.59336769471666,1236,45
2.53434350473648,1236,46
2.41328614134338,1236,47
2.20711463227445,1236,48
1.93990360585262,1236,49
1.65052870317362,1236,50
1.35079421082562,1236,51
1.07878357421681,1236,52
0.823571490521618,1236,53
0.588045066300194,1236,54
0.410868592131353,1236,55
0.330529877620768,1236,56
0.451089791504973,1236,57
0.664043673262535,1236,58
0.798068919329653,1236,59
0.793259730479242,1236,60
0.731298844522539,1236,61
0.640417051615586,1236,62
0.538120804280972,1236,63
0.429145662916451,1236,64
0.354639253326532,1236,65
0.381419716323108,1236,66
0.718242995092886,1236,67
1.22982681707629,1236,68
1.80220531571739,1236,69
3.05383398369983,1236,70
2.99691207745573,1236,71
2.09228152981381,1236,72
1.87427292569679,1236,73
2.14783169731709,1236,74
2.45254439307426,1236,75
2.15716156094067,1236,76
2.15716156094067,1311,1
1.74637624812066,1311,2
1.52746652991154,1311,3
1.49501337786657,1311,4
1.61694464964018,1311,5
1.74686547850715,1311,6
1.78109348435168,1311,7
1.74781291905055,1311,8
1.72778876023662,1311,9
1.73844470720239,1311,10
1.72437611906452,1311,11
1.65915008362716,1311,12
1.55439827586111,1311,13
1.39626752450954,1311,14
1.22382474235488,1311,15
1.07948274650408,1311,16
0.980212732012801,1311,17
0.990662404656601,1311,18
1.03891385590914,1311,19
0.933261485329808,1311,20
0.91029061293633,1311,21
1.05952206206383,1311,22
1.06327136705547,1311,23
0.966253072440135,1311,24
0.868519429834474,1311,25
0.778671304209934,1311,26
0.704495564215986,1311,27
0.637956111343092,1311,28
0.543508049618403,1311,29
0.332642450688423,1311,30
0.352467019733762,1311,31
0.594079960948019,1311,32
0.777176299175419,1311,33
1.10947780509571,1311,34
1.57372233891497,1311,35
2.72650582247682,1311,36
4.0372708603709,1311,37
3.80410278515184,1311,38
2.25263823105265,1311,39
1.64317649691079,1311,40
1.99235488806588,1311,41
2.37814654720856,1311,42
2.50707698326158,1311,43
2.50895775173676,1311,44
2.48183601392195,1311,45
2.45144651175587,1311,46
2.32097177923386,1311,47
2.10605175624912,1311,48
1.81942106176663,1311,49
1.49690547463759,1311,50
1.16198623055525,1311,51
0.84084005613434,1311,52
0.573251253814591,1311,53
0.406813224957105,1311,54
0.324451845425481,1311,55
0.366685151049235,1311,56
0.565963779759801,1311,57
0.776523019620153,1311,58
0.911131713859198,1311,59
0.930755069822346,1311,60
0.828234870070079,1311,61
0.623709868448464,1311,62
0.409006112423763,1311,63
0.231866340808665,1311,64
0.25023588871303,1311,65
0.765248325708721,1311,66
1.50562744395817,1311,67
2.50424819057537,1311,68
3.78853876844358,1311,69
2.87202106538236,1311,70
1.55075594469278,1311,71
1.43947525161081,1311,72
1.65564186948748,1311,73
2.27884927101377,1311,74
2.29269186765252,1311,75
2.29269186765252,1385,1
1.86602947457965,1385,2
1.59846958056761,1385,3
1.48494242312623,1385,4
1.50583697656818,1385,5
1.65347482593476,1385,6
1.7946946815545,1385,7
1.85066069283378,1385,8
1.85238063043209,1385,9
1.87038311583483,1385,10
1.86252087236627,1385,11
1.78751167828353,1385,12
1.64964541644561,1385,13
1.46208447088395,1385,14
1.24958993273794,1385,15
1.0718647302715,1385,16
1.02792460813038,1385,17
1.0615257886646,1385,18
1.07918951069773,1385,19
1.10733418623286,1385,20
1.24969196204505,1385,21
1.32956007761966,1385,22
1.23392260697339,1385,23
1.04036387865016,1385,24
0.810030863609529,1385,25
0.637160890199642,1385,26
0.611504701535483,1385,27
0.687191385277784,1385,28
0.68873579840168,1385,29
0.480045831145319,1385,30
0.151145625143436,1385,31
0.280529855808611,1385,32
0.57814358078249,1385,33
1.01555600534879,1385,34
1.47593834559578,1385,35
2.22223176109064,1385,36
3.36000654761267,1385,37
4.00375848422454,1385,38
3.14766754915445,1385,39
2.06749147519403,1385,40
1.86281802653936,1385,41
2.06816295296091,1385,42
2.21460312471558,1385,43
2.28421846590907,1385,44
2.31202097741348,1385,45
2.30508546479301,1385,46
2.23407005261697,1385,47
2.07149293988659,1385,48
1.86695125806755,1385,49
1.6476389167533,1385,50
1.36288334056881,1385,51
1.05893814739106,1385,52
0.785240727420579,1385,53
0.53733509098141,1385,54
0.316779102846132,1385,55
0.178263849391849,1385,56
0.299661475668795,1385,57
0.566421221353861,1385,58
0.739573525756567,1385,59
0.740774594596764,1385,60
0.62218164550234,1385,61
0.493543311169344,1385,62
0.334886547953184,1385,63
0.173083794735382,1385,64
0.158578056489541,1385,65
0.318724018548963,1385,66
0.775907855353972,1385,67
1.41489540249447,1385,68
2.14291997050753,1385,69
3.79911950325335,1385,70
3.4940035775597,1385,71
1.74407253289535,1385,72
1.11549719856215,1385,73
1.35751243088231,1385,74
2.04609726064036,1385,75
2.43658962486505,1385,76
2.43658962486505,1460,1
2.14115973248144,1460,2
1.84565164643819,1460,3
1.77533574289485,1460,4
1.89625051087666,1460,5
2.00564328832422,1460,6
2.00965494550681,1460,7
1.95648818038852,1460,8
1.88367964367617,1460,9
