"tau_i","T_i","sim_i","template_i"
20245,75,0.973452246323248,1
20319,77,0.973614654887575,1
20395,76,0.968388729557285,1
20470,77,0.970333271949426,1
20546,76,0.974332147139223,1
20621,77,0.977508479863084,1
20697,77,0.974212703430778,1
20773,78,0.976767339510771,1
20850,76,0.975044386527565,1
20925,77,0.981666712095334,1
21001,78,0.979593960930846,1
21078,78,0.978432128045016,1
21155,79,0.982628251503993,1
21233,80,0.979906968381818,1
21312,82,0.985054477121655,1
21393,79,0.978104144174839,1
21471,80,0.97985718356313,1
21550,77,0.964248263182746,1
21626,78,0.976650969194951,1
21703,79,0.983036151573264,1
21781,81,0.979042810734637,1
21861,84,0.956335144830665,1
21944,80,0.978700012384075,1
22023,78,0.971773406323291,1
22100,78,0.978622168265343,1
22177,76,0.977107612170273,1
22252,77,0.978440165041094,1
22328,78,0.98011539289367,1
22405,76,0.978934103031965,1
22480,78,0.974100005748897,1
22557,77,0.979317861464193,1
22633,78,0.979273783326229,1
22710,77,0.978696161619935,1
22786,78,0.980228302264881,1
22863,77,0.977002082196309,1
22939,76,0.971194715986847,1
23014,78,0.975024918253706,1
23091,77,0.97825298598068,1
23167,78,0.977803263840959,1
23244,78,0.978474382293411,1
23321,74,0.974572844649775,1
23394,78,0.978451561772661,1
23471,78,0.960702940244631,1
23548,75,0.97239837592848,1
23622,76,0.974260158890776,1
23697,77,0.974585297499014,1
23773,76,0.968981367456023,1
23848,75,0.962861449824511,1
23922,77,0.971239080112299,1
23998,76,0.976552686161349,1
24073,77,0.976603531637407,1
24149,77,0.977131283646953,1
24225,77,0.980814796024444,1
24301,76,0.975596340567718,1
24376,78,0.978591023416165,1
24453,77,0.975178803987315,1
24529,76,0.974799774641855,1
24604,77,0.972292405341308,1
24680,77,0.976095202185699,1
24756,77,0.975194505969482,1
24832,78,0.978684463599834,1
24909,77,0.972194874358034,1
24985,79,0.974784093149666,1
25063,78,0.976105987135391,1
25140,76,0.973837495381477,1
25215,78,0.980251548731017,1
25292,78,0.980410594395993,1
25369,79,0.978618908741492,1
25447,79,0.97767459865757,1
25525,79,0.966752126134575,1
25603,77,0.977180057286323,1
25679,80,0.979722779697299,1
25758,79,0.97844587795382,1
25836,78,0.979301620799277,1
25913,77,0.978735380983579,1
25989,76,0.962855113859115,1
26064,77,0.960053775894758,1
26140,75,0.941871769189935,1
26214,78,0.97148739797178,1
26291,76,0.972919849826052,1
26366,76,0.971789921768928,1
26441,77,0.977635671677793,1
26517,76,0.977895759502691,1
26592,77,0.978154105617728,1
26668,76,0.974670762660793,1
26743,76,0.974004637971894,1
26818,75,0.965662799920511,1
26892,76,0.975719203682035,1
26967,77,0.979289318658318,1
27043,77,0.97568692582958,1
27119,78,0.977973010500322,1
27196,76,0.970665314701084,1
27271,77,0.975478969223019,1
27347,77,0.979687426781189,1
27423,75,0.96145522371569,1
27497,77,0.974066166284895,1
27573,77,0.973167028561157,1
27649,78,0.981765037464133,1
27726,72,0.958103348278919,1
27797,75,0.968919315118829,1
27871,75,0.959362705441299,1
27945,73,0.962428481681322,1
28017,78,0.977261829913237,1
28094,77,0.973931588355276,1
28170,77,0.975280829742091,1
28246,74,0.973786840684391,1
28319,75,0.969747728286693,1
28393,76,0.97158258582233,1
28468,75,0.972523887893939,1
28542,76,0.975309580346565,1
28617,71,0.942261068535513,1
28687,75,0.967344203085325,1
28761,77,0.971173306723457,1
28837,77,0.973577278116435,1
28913,75,0.974458707992022,1
28987,76,0.975911148366627,1
29062,79,0.979174230995322,1
29140,75,0.977248353237762,1
29214,80,0.981248237192001,1
29293,82,0.978502941653374,1
29374,94,0.938489993627959,1
29467,118,0.978824141569007,3
29584,124,0.98107286455168,3
29707,100,0.925513219445726,1
29848,133,0.897698422547833,1
29981,61,0.677676790936892,1
30041,52,0.703448116098442,1
30109,50,0.436611283149159,1
30300,61,0.660353712215292,1
30360,134,0.842210544087478,2
30493,94,0.937557198116368,1
30586,50,0.457656935325469,2
30639,79,0.908247099075834,1
30755,100,0.624521845955538,1
30854,73,0.818642007262691,3
30950,72,0.854251693255327,1
31047,146,0.822034780490331,2
31192,133,0.9404508377447,2
31324,106,0.936583467853832,3
31453,58,0.679587338916706,1
31510,62,0.480063843735897,3
31571,53,0.761914233235926,2
31654,137,0.84452303905034,2
31790,92,0.820663355384704,2
31881,79,0.960734596231098,1
31959,75,0.974188755022866,1
32033,76,0.966443346437999,1
32108,74,0.969633287291706,1
32181,75,0.974768839056369,1
32255,77,0.971190325963448,1
32331,76,0.974013257537407,1
32406,76,0.971729867439418,1
32481,75,0.972875062315695,1
32555,77,0.9655662262982,1
32631,75,0.95422524694247,1
32705,74,0.948129833116646,1
32778,76,0.956689926378037,1
32853,74,0.965760703053886,1
32926,74,0.959169985796919,1
32999,73,0.95953896468785,1
33071,73,0.960783389378111,1
33143,73,0.956655513767919,1
33215,73,0.960797338663644,1
33287,73,0.956184390262356,1
33359,75,0.958039097008014,1
33433,75,0.965174438392808,1
33507,76,0.967711793185329,1
33582,76,0.955693216925937,1
33657,75,0.963097025161449,1
33731,76,0.975660577786529,1
33806,76,0.976685366504792,1
33881,77,0.971764177027854,1
33957,75,0.973578504003669,1
34031,75,0.976331587721025,1
34105,76,0.973927770199346,1
34180,76,0.975177797666014,1
34255,76,0.973565739406358,1
34330,73,0.935488737353467,1
34402,79,0.94836433727954,1
34480,74,0.973562369461395,1
34553,74,0.972897757738094,1
34626,75,0.973544237621207,1
34700,76,0.976678981643036,1
34775,77,0.968937937966214,1
34851,77,0.979687786324569,1
34927,75,0.976663849891114,1
35001,74,0.9668343064079,1
35074,77,0.974238216991096,1
35150,76,0.975981696652339,1
35225,77,0.975350318678126,1
35301,76,0.972679126058551,1
35376,78,0.974549932779345,1
35453,79,0.972788456132785,1
35531,78,0.978186369316205,1
35608,78,0.973088345812778,1
35685,78,0.980364329486595,1
35762,78,0.969367682807346,1
35839,79,0.975641166251662,1
35917,78,0.97935992919183,1
35994,78,0.977080573284596,1
36071,77,0.974643824587778,1
36147,78,0.972031057361836,1
36224,77,0.980743485195578,1
36300,79,0.974809239367203,1
36378,79,0.979705205094919,1
36456,79,0.975700774239331,1
36534,77,0.977813769312406,1
36610,78,0.979845622861713,1
36687,79,0.974950336260335,1
36765,78,0.975507657308119,1
36842,78,0.975029650447079,1
36919,78,0.977492371381486,1
36996,79,0.974277211502262,1
37074,77,0.979082362872669,1
37150,77,0.981118686296537,1
37226,77,0.973475112957512,1
37302,77,0.975946394823722,1
37378,78,0.977508194821521,1
37455,77,0.971851936760875,1
37531,78,0.972968429575214,1
37608,78,0.978008738984302,1
37685,74,0.962112616120147,1
37758,77,0.971388614148067,1
37834,76,0.971314501827741,1
37909,77,0.971557208410892,1
37985,77,0.976338086666041,1
38061,78,0.976026951079732,1
38138,76,0.976100641662017,1
38213,78,0.97836316010652,1
38290,77,0.97857835670237,1
38366,77,0.972251264890959,1
38442,76,0.973295916389784,1
38517,77,0.961010846385061,1
38593,76,0.966323525868474,1
38668,76,0.966236361796729,1
38743,75,0.977374627966773,1
38817,75,0.970957288272923,1
38891,75,0.97007212662756,1
38965,75,0.966295155233131,1
39039,76,0.971671048517303,1
39114,76,0.971583572569454,1
39189,75,0.970391792689088,1
39263,75,0.97702837603336,1
39337,76,0.969269837019887,1
39412,76,0.969376260389535,1
39487,77,0.978025667431835,1
39563,77,0.979255685713723,1
39639,78,0.977855588849584,1
39716,78,0.977708722264338,1
39793,77,0.979437398828757,1
39869,79,0.97670820182715,1
39947,79,0.978058083134118,1
40025,79,0.979707263654582,1
40103,77,0.978143171441921,1
40179,78,0.976364625562713,1
40256,79,0.981481116657486,1
40334,78,0.974838584505898,1
40411,78,0.980917754688694,1
40488,82,0.985033598137157,1
40571,67,0.905643291038076,1
40637,51,0.530465247069746,2
40687,91,0.914955661172009,1
40823,95,0.696642398409018,1
40917,63,0.882045551577699,1
41001,54,0.651959571747925,2
41073,66,0.795021867290082,1
41138,63,0.331751989384216,1
41200,154,0.701090711099301,1
41388,77,0.793310544427572,1
41464,117,0.777920520941856,2
41607,77,0.834791412642956,2
41700,50,0.732620969912527,1
41797,71,0.733367561223887,2
41867,57,0.488585302858359,3
41923,56,0.816581410612834,1
41978,128,0.815237330979147,2
42105,50,0.46733761349198,1
42310,63,0.662600743812063,1
42387,70,0.616738292976368,1
42456,55,0.791239362355332,1
42534,81,0.859906888359453,2
42614,97,0.670192098310339,1
42748,61,0.73426932281128,2
42819,50,0.617472830483038,1
42868,53,0.791943511670688,3
42954,50,0.765598488597686,1
43029,70,0.70734978743172,1
43098,54,0.626061651448938,1
43151,56,3.53630390318142e-08,2
43223,64,1.152132119403e-07,1
43308,99,5.78971049074792e-08,2
43431,76,6.58150001179037e-08,1
43543,61,2.74783175768712e-08,1
43630,67,8.96885517353947e-08,1
43710,77,1.87681379731061e-08,2
43804,63,7.26928505639905e-08,3
43866,61,2.86230972821447e-08,2
43943,72,4.3058426162239e-08,2
44014,50,1.13134384200387e-07,3
44094,90,5.04219896903868e-08,1
44183,104,7.07164959882285e-08,3
44326,58,4.15202517635246e-08,1
44383,75,1.40014488574775e-08,3
44457,52,7.73340119674219e-08,1
44529,86,4.01248487418067e-08,2
44643,61,7.15842617099484e-08,2
44725,132,3.62459059370778e-08,3
44866,57,8.36986900428326e-08,1
44954,54,3.92531603020533e-08,2
45043,64,7.45856332962828e-08,2
45106,116,3.7579957478024e-08,2
45251,54,6.83445071830423e-08,2
45324,76,4.49670587966898e-08,2
45399,50,1.49296757176504e-09,1
45450,67,1.12513729801269e-07,2
45516,73,2.95278768204835e-08,3
45622,65,3.58089526920963e-08,3
45701,52,8.43194368115693e-08,1
45763,54,3.05613837728195e-08,1
45816,51,8.38597212821641e-10,1
45866,50,6.80703874624497e-08,3
45962,50,2.82291482864521e-08,2
46011,76,1.41392798954046e-08,3
46086,58,6.85215158300235e-08,2
46184,59,3.34078362916437e-08,3
46242,65,2.80048103692207e-08,1
46316,51,9.91483528505825e-08,1
46366,61,6.88058412108847e-09,2
46430,58,2.15018542577428e-08,1
46514,69,8.01824430478371e-08,1
46618,85,3.66182237798794e-08,1
46723,64,7.44296166937572e-08,1
46804,56,7.35471971735084e-09,3
46863,56,5.62147932715718e-08,2
46934,83,0.241898101268115,3
47016,65,0.822156757389028,1
47120,90,0.826823661716229,2
47209,66,0.618814763121084,1
47274,61,0.683221289211031,3
47362,50,0.627268682108178,1
47432,105,0.768355885702887,2
47536,90,0.715724875525308,1
47625,50,0.630938204966818,1
47693,86,0.822790601829457,3
47809,78,0.58993933398179,1
47886,69,0.800908804461903,1
47954,62,0.505810912749185,1
48051,63,0.763734563458006,2
48113,60,0.532404884343712,1
48193,82,0.624079800443831,1
48274,70,2.47752007925516e-08,1
48366,57,9.0542827309593e-08,2
48442,123,0.859881621572556,2
48564,68,0.93086324083988,1
48671,82,0.959148900359984,1
48752,78,0.964965711133638,1
48829,77,0.971690771096093,1
48905,75,0.972924407883899,1
48979,75,0.961620548475148,1
49053,73,0.963644582225265,1
49125,75,0.96973772939298,1
49199,75,0.966885404572032,1
49273,75,0.971387184775131,1
49347,73,0.955349856216001,1
49419,74,0.965594587980896,1
49492,75,0.973836398443658,1
49566,83,0.974969899792684,1
49653,69,0.915955219042506,2
49765,69,0.653892541125951,1
49849,58,0.75855138486162,2
49927,97,0.830810879770382,3
50023,53,0.373805539002166,2
50098,141,0.786259283753015,2
50245,50,0.441516908922112,2
50294,68,0.94699910791658,1
50400,77,0.969328684176468,1
50476,78,0.966731411407783,1
50553,75,0.962462741951427,1
50627,75,0.96749800220471,1
50701,74,0.963810800097922,1
50774,73,0.968516726838066,1
50846,74,0.966268533380413,1
50919,75,0.975302321032412,1
50993,76,0.97428167854618,1
51068,77,0.982023577964731,1
51144,86,0.969280963772934,1
51275,83,0.736328568858257,1
51366,66,0.704174198353184,1
51431,54,0.547933550290988,1
51484,84,0.850780655352197,2
51610,57,0.783766499815174,1
51682,59,0.54590178540845,1
51740,78,0.824909039534197,2
51817,102,0.681991329016726,2
51918,90,0.856796081790895,2
52007,77,0.956494973984116,1
52083,76,0.959398672248929,1
52158,75,0.971866973345407,1
52232,75,0.967363866544077,1
52306,76,0.969989105824198,1
52381,76,0.972834274747487,1
52456,76,0.970641566287173,1
52531,76,0.96614857552892,1
52606,75,0.971469323007478,1
52680,78,0.966586227531642,1
52757,76,0.967740730792117,1
52832,75,0.963519352908596,1
52906,76,0.963510249134479,1
52981,76,0.963680855478492,1
53056,75,0.967302377414382,1
53130,76,0.952276430452902,1
53205,77,0.966937035788992,1
53281,77,0.978208421670325,1
53357,77,0.96950068428884,1
53433,76,0.970352489974434,1
53508,77,0.975696253350581,1
53584,75,0.966846029044376,1
53658,77,0.971543810615108,1
53734,76,0.973995740033837,1
53809,77,0.97263172585838,1
53885,76,0.967581842195746,1
53960,76,0.968836208927362,1
54035,77,0.966173302852626,1
54111,77,0.972083516578941,1
54187,77,0.973008399405988,1
54263,74,0.972028709311119,1
54336,76,0.972763612966759,1
54411,77,0.977043599488618,1
54487,77,0.971398619825592,1
54563,78,0.96970102610048,1
54640,77,0.974528733824435,1
54716,78,0.974155134120662,1
54793,79,0.977934396835121,1
54871,77,0.972461992781073,1
54947,79,0.973477722295666,1
55025,80,0.979855451782109,1
55104,80,0.976482501643459,1
55183,78,0.976141387660951,1
55260,79,0.977300063281504,1
55338,81,0.979129618816065,1
55418,76,0.9744545886047,1
55493,78,0.972851660823722,1
55570,79,0.973124576405683,1
55648,80,0.975422798828025,1
55727,79,0.972616680781958,1
55805,81,0.973871495293281,1
55885,78,0.97275246231083,1
55962,78,0.975500373114543,1
56039,79,0.969773950398182,1
56117,79,0.970156984820462,1
56195,78,0.97270568114861,1
56272,78,0.976066086259773,1
56349,80,0.977725108469759,1
56428,79,0.98158505708179,1
56506,80,0.976523620661696,1
56585,79,0.975103998251948,1
56663,78,0.977332948959313,1
56740,78,0.973880461798869,1
56817,79,0.979131454334233,1
56895,79,0.978318079043819,1
56973,76,0.970013604940407,1
57048,76,0.973284320820306,1
57123,77,0.973125436195665,1
57199,77,0.972442737601863,1
57275,78,0.975876942721802,1
57352,78,0.974829870546756,1
57429,78,0.971742048001281,1
57506,80,0.972914210065574,1
57585,79,0.976260868137577,1
57663,80,0.969952780923647,1
57742,79,0.971950003278083,1
57820,79,0.965707223905943,1
57898,77,0.971041265550608,1
57974,78,0.972413253199007,1
58051,79,0.970953259338368,1
58129,79,0.972020066159271,1
58207,79,0.968542760054752,1
58285,79,0.972435859414099,1
58363,79,0.975253328507911,1
58441,79,0.966678279226449,1
58519,77,0.968606935606703,1
58595,77,0.965201395511777,1
58671,78,0.973521217789791,1
58748,79,0.976392044180292,1
58826,80,0.977863344527935,1
58905,79,0.972548575114529,1
58983,79,0.977779934656867,1
59061,78,0.972932159702644,1
59138,79,0.973080131726636,1
59216,78,0.971885301828682,1
59293,79,0.979142672782933,1
59371,79,0.976375012668669,1
59449,79,0.976801157876441,1
59527,80,0.972907611908828,1
59606,78,0.972548336144794,1
59683,79,0.974373386567147,1
59761,78,0.970131080202938,1
59838,80,0.968403406100171,1
59917,79,0.972895277864109,1
59995,79,0.974789269478936,1
60073,78,0.971039775275197,1
60150,78,0.964612794417018,1
60227,77,0.9651136633023,1
60303,78,0.971220614990869,1
60380,77,0.956540295949283,1
60456,78,0.969868982168675,1
60533,79,0.975170556289841,1
60611,79,0.966963632042219,1
60689,80,0.968953745707957,1
60768,79,0.961634014922264,1
60846,79,0.971934781602232,1
60924,79,0.96511992673411,1
61002,78,0.963386306921493,1
61079,78,0.963263929358569,1
61156,79,0.966745496255225,1
61234,77,0.967390210676148,1
61310,77,0.965903134796761,1
61386,78,0.968887210476284,1
61463,77,0.965834492627666,1
61539,78,0.972154747259676,1
61616,77,0.970838156911492,1
61692,78,0.971089879471592,1
61769,79,0.97157510647274,1
61847,79,0.970569479270183,1
61925,78,0.967827404447242,1
62002,79,0.97265797457225,1
62080,79,0.974560224001772,1
62158,80,0.976873577924567,1
62237,80,0.974122565678022,1
62316,78,0.968800574586391,1
62393,79,0.967218739687623,1
62471,79,0.973416433295383,1
62549,78,0.973434370114803,1
62626,80,0.969913901425008,1
62705,78,0.974414428140608,1
62782,80,0.974853527720176,1
62861,79,0.975812645611601,1
62939,79,0.97338629350439,1
63017,79,0.976733824699252,1
63095,80,0.975863991681727,1
63174,79,0.974205284568369,1
63252,80,0.970710596076752,1
63331,80,0.970879300523515,1
63410,78,0.968255740945282,1
63487,79,0.973524151323,1
63565,79,0.966711583071688,1
63643,78,0.969159223554009,1
63720,79,0.971782275522302,1
63798,79,0.969791679957866,1
63876,79,0.971861776913709,1
63954,80,0.975839875138411,1
64033,80,0.974361448555464,1
64112,79,0.974671830920751,1
64190,78,0.97190194937338,1
64267,79,0.975290470670875,1
64345,80,0.976005898909281,1
64424,77,0.971405800563872,1
64500,78,0.973474773854689,1
64577,79,0.976892098327217,1
64655,80,0.9701110911139,1
64734,80,0.970409652312466,1
64813,80,0.972109014563814,1
64892,80,0.97325919454388,1
64971,81,0.974683712209923,1
65051,79,0.964704910835987,1
65129,79,0.967283038245614,1
65207,80,0.972335768530092,1
65286,79,0.969395532628135,1
65364,78,0.969221866533014,1
65441,78,0.970634998181094,1
65518,78,0.97201293560617,1
65595,80,0.975971961426614,1
65674,77,0.960839935684796,1
65750,78,0.962870397369068,1
65827,78,0.966861750556926,1
65904,77,0.964095656841285,1
65980,79,0.966426095095135,1
66058,78,0.962383139817005,1
66135,78,0.962782034086721,1
66212,79,0.970726517518094,1
66290,77,0.96647869538451,1
66366,78,0.970159631120568,1
66443,78,0.972525701840115,1
66520,78,0.972014938408819,1
66597,80,0.967630291350748,1
66676,80,0.97436818419784,1
66755,78,0.976180426666933,1
66832,78,0.970347200934586,1
66909,77,0.970139062927039,1
66985,79,0.974974845635722,1
67063,79,0.965657290314853,1
67141,79,0.964723451613324,1
67219,82,0.980193619596857,1
67300,81,0.972736267799982,1
67380,81,0.977874999514485,1
67460,80,0.975669897960272,1
67539,79,0.971729753053318,1
67617,80,0.973240846046611,1
67696,81,0.973982247854805,1
67776,77,0.97805138510505,1
67852,79,0.979490865229246,1
67930,76,0.972250513529671,1
68005,78,0.972445320904079,1
68082,78,0.972815132106868,1
68159,78,0.972470356723663,1
68236,79,0.975862105672312,1
68314,78,0.969404298587471,1
68391,78,0.962391301006915,1
68468,77,0.967596178812475,1
68544,79,0.964047008700043,1
68622,76,0.967782429093323,1
68697,79,0.976037847725232,1
68775,79,0.971626079798168,1
68853,78,0.964166605476626,1
68930,79,0.954436071679468,1
69008,78,0.959818475683581,1
69085,76,0.955224183521048,1
69160,76,0.925538139704234,1
69235,76,0.948481186030725,1
69310,75,0.954044417514071,1
69384,77,0.95431691350107,1
69460,77,0.959717096816025,1
69536,77,0.960547857382929,1
69612,78,0.948786546019122,1
69689,77,0.954703431622433,1
69765,78,0.968215463605457,1
69842,76,0.953922348835127,1
69917,78,0.961181184759997,1
69994,76,0.951067646787027,1
70069,78,0.961408229418412,1
70146,77,0.965421684265895,1
70222,77,0.966890046436139,1
70298,78,0.965275201446288,1
70375,78,0.969190199399424,1
70452,79,0.961113442568132,1
70530,80,0.966979845729842,1
70609,78,0.971296871862014,1
70686,78,0.966097598961506,1
70763,78,0.969011074207953,1
70840,77,0.967971565360508,1
70916,79,0.968971715647105,1
70994,79,0.969068383140324,1
71072,79,0.96069418683748,1
71150,77,0.960966654292096,1
71226,77,0.956185218386454,1
71302,77,0.965792485770781,1
71378,78,0.965104061358214,1
71455,78,0.967873572939122,1
71532,78,0.965029656332031,1
71609,79,0.977718379099804,1
71687,77,0.961809262160811,1
71763,79,0.972382675860863,1
71841,78,0.970189438293883,1
71918,78,0.972323229962977,1
71995,78,0.967526823531223,1
