"acc","tau_i","idx"
4.07696271751411,676,6
1.83790152075676,676,7
2.82826342478914,676,8
4.06676517640249,676,9
2.76612129162841,676,10
2.1302028072463,676,11
1.61652095563281,676,12
1.31444627124885,676,13
0.955686664132131,676,14
1.00418175645647,676,15
0.931133180592336,676,16
1.02795330633254,676,17
1.26275769647229,676,18
1.41393953194612,676,19
1.11499641255028,676,20
1.21415690913489,676,21
1.47691130403962,676,22
1.66647202196737,676,23
1.90368826229506,676,24
1.86258476317187,676,25
2.00431185198312,676,26
2.35482865618711,676,27
2.26341268883958,676,28
2.27808976996079,676,29
2.8305930474019,676,30
3.40094486870928,676,31
3.8894941830526,676,32
3.8460588919048,676,33
3.04597603404886,676,34
2.73293889430408,676,35
2.28466671530007,676,36
1.51200396824876,676,37
1.28563680718934,676,38
1.80086756870126,676,39
2.67354034942434,676,40
3.25701105309761,676,41
3.43895725475034,676,42
3.34986134041396,676,43
3.18051442380002,676,44
2.98021660286631,676,45
2.80843497343271,676,46
2.7215916299107,676,47
2.68986152059916,676,48
2.70805354452234,676,49
2.88395752395905,676,50
2.93548241350549,676,51
2.7662122116714,676,52
2.3801424327128,676,53
1.87642239381222,676,54
1.55714000655047,676,55
1.46616165548005,676,56
1.41450945560643,676,57
1.28848050043452,676,58
1.30066867418263,676,59
1.54022433430978,676,60
1.85544091794915,676,61
2.11137253936865,676,62
2.30521170394391,676,63
2.59046057680869,676,64
2.94912427679811,676,65
3.17622984054996,676,66
3.22082815437272,676,67
3.15705052224382,676,68
3.3457510367629,676,69
3.87164809867839,676,70
4.48718263501721,676,71
5.38195038996087,676,72
6.5482618304402,676,73
7.54492504932952,676,74
8.32601789572903,676,75
8.72317052452834,676,76
8.72317052452834,751,1
8.40033100538306,751,2
7.41712889196352,751,3
5.72328830306494,751,4
3.72980079897037,751,5
4.18626528065291,751,6
3.42228505533949,751,7
4.1776385674206,751,8
3.08427641433124,751,9
1.81998324168109,751,10
1.41052507953599,751,11
1.3815874927054,751,12
0.968593309908756,751,13
0.973571260874108,751,14
0.935853621032691,751,15
0.975002564099193,751,16
1.05467009059705,751,17
1.28929050256333,751,18
1.24069456354092,751,19
1.14403059399651,751,20
1.668,751,21
1.68714255473567,751,22
1.7362528617687,751,23
1.83562577885581,751,24
1.91240241581107,751,25
2.24415886246941,751,26
2.45181443017207,751,27
2.30338055909135,751,28
2.72110804636641,751,29
3.27911725926354,751,30
4.00229896434537,751,31
3.97590920419468,751,32
3.18909328806794,751,33
2.64651827879575,751,34
2.56403315111174,751,35
1.92827746966042,751,36
1.43936270620021,751,37
1.82330057862109,751,38
2.72874000227211,751,39
3.44369409210516,751,40
3.56542059230044,751,41
3.40823297325755,751,42
3.26780124854618,751,43
3.09744572188118,751,44
2.84504024576103,751,45
2.6059919416606,751,46
2.57694043392547,751,47
2.75548797856205,751,48
2.86424684690409,751,49
2.74812863599941,751,50
2.52338126330525,751,51
2.18287448104558,751,52
1.80475289167243,751,53
1.51126999573207,751,54
1.43277737279732,751,55
1.38344714391263,751,56
1.37879657672914,751,57
1.45522541209257,751,58
1.61333815426277,751,59
1.82201152575937,751,60
2.03217002241446,751,61
2.20786186162088,751,62
2.45267405090852,751,63
2.84736931218976,751,64
3.19912566180199,751,65
3.30414799910658,751,66
3.29796983006212,751,67
3.40406433546724,751,68
3.81602489509699,751,69
4.50544359636207,751,70
5.36732233054807,751,71
6.35362683827119,751,72
7.14994741239402,751,73
7.82770170612039,751,74
8.45987830881745,751,75
8.45987830881745,825,1
8.45513222841607,825,2
7.66493085422171,825,3
6.53407261973725,825,4
5.36262351839097,825,5
4.15267311499473,825,6
0.85301230940708,825,7
2.59291708313243,825,8
5.53490912301187,825,9
1.89929618543291,825,10
3.2627261607435,825,11
1.5510315921992,825,12
1.58655286706747,825,13
1.08449850161261,825,14
0.994059354364718,825,15
0.962153833854026,825,16
0.995021607805579,825,17
1.09932251864501,825,18
1.07033172427991,825,19
1.39714208296794,825,20
1.03925646497869,825,21
1.19906838837491,825,22
1.66189349839272,825,23
1.54052880531329,825,24
1.88356205100867,825,25
1.80665907132475,825,26
1.93421456927612,825,27
2.39628441550664,825,28
2.50120550934944,825,29
2.4768595034842,825,30
2.97332978325648,825,31
3.6445114898982,825,32
3.97770662568269,825,33
3.82830484679577,825,34
3.08755906826088,825,35
2.81136852795929,825,36
2.05041142212972,825,37
1.20882422212661,825,38
1.21514196701455,825,39
2.12128192374328,825,40
3.00968785756929,825,41
3.39890114595879,825,42
3.45935557582623,825,43
3.45904625583411,825,44
3.36070424167316,825,45
3.09775757605401,825,46
2.81210206073677,825,47
2.71681615130653,825,48
2.72002242637814,825,49
2.73925336542643,825,50
2.715393525808,825,51
2.6215735732571,825,52
2.43477493826432,825,53
2.061044880637,825,54
1.63792979092512,825,55
1.44279035206089,825,56
1.37627831487675,825,57
1.29901270201642,825,58
1.22946289085926,825,59
1.28973718252984,825,60
1.49122064095157,825,61
1.75968889295807,825,62
2.04754169676713,825,63
2.38308581465293,825,64
2.77830541877599,825,65
3.096883917747,825,66
3.14625968413289,825,67
3.04755262464818,825,68
3.14686733117238,825,69
3.59704170117612,825,70
4.26289408735427,825,71
4.98948203724595,825,72
5.94454152984063,825,73
7.05910879644166,825,74
7.90470144913772,825,75
8.63724064733639,825,76
8.9609906260413,825,77
8.9609906260413,901,1
8.45978864984226,901,2
7.38303122030511,901,3
6.04960973947907,901,4
4.45226200936108,901,5
1.96520126195767,901,6
2.00664770201448,901,7
3.37560246474611,901,8
4.64471258529524,901,9
2.39442456552717,901,10
1.34129042343558,901,11
1.36566064598787,901,12
1.32252561411868,901,13
1.06425278951948,901,14
0.944310859833773,901,15
0.919939671935068,901,16
1.08879750183402,901,17
1.23969552713559,901,18
1.07898378115707,901,19
1.07674416645738,901,20
1.38776294805705,901,21
1.47711780166647,901,22
1.61466374208378,901,23
1.70316205922983,901,24
1.73175691134755,901,25
1.783971412327,901,26
2.25889264906502,901,27
2.27350126456969,901,28
2.35692850973465,901,29
3.04517405085489,901,30
3.77134591359637,901,31
3.87833237358533,901,32
3.45563684434577,901,33
2.88812326606743,901,34
2.70785043900139,901,35
2.41849746743717,901,36
1.48021957830587,901,37
1.44068247716143,901,38
2.15392989672366,901,39
2.97610718892986,901,40
3.46424104242185,901,41
3.51591296820612,901,42
3.34281692588751,901,43
3.15993512591635,901,44
2.93030134969085,901,45
2.69702669619713,901,46
2.52175930651599,901,47
2.47198402098395,901,48
2.64238320460905,901,49
2.74518505751434,901,50
2.69907502674527,901,51
2.49802642099718,901,52
2.08958369059485,901,53
1.69532946650496,901,54
1.5304538542537,901,55
1.46011437908131,901,56
1.35841010008024,901,57
1.27615281216632,901,58
1.40267530098737,901,59
1.75231304280942,901,60
2.12057279997646,901,61
2.35912653327455,901,62
2.59098301808406,901,63
2.86344757242035,901,64
3.00243850894569,901,65
3.07544224462109,901,66
3.09801533243462,901,67
3.22277240896716,901,68
3.60497739243951,901,69
4.2404703748523,901,70
4.84846171481223,901,71
5.38006552004713,901,72
6.01033276948956,901,73
6.66186047587309,901,74
7.38276269427645,901,75
7.95129612075918,901,76
7.95129612075918,976,1
8.00312870070199,976,2
7.44285603783924,976,3
6.44507447590794,976,4
4.84270399673571,976,5
2.82234193534377,976,6
3.18168021648939,976,7
4.25880182680528,976,8
3.52564859281239,976,9
2.35910788223006,976,10
1.64511914462145,976,11
1.30195007584776,976,12
1.26983660366206,976,13
1.00378184880979,976,14
0.963893147605065,976,15
0.964680257909324,976,16
1.09873199643953,976,17
1.08933970826368,976,18
1.23500040485823,976,19
1.20968136300432,976,20
1.27883306181847,976,21
1.44861485564659,976,22
1.59822557857144,976,23
1.76813517582791,976,24
1.8046703300049,976,25
1.73713183149697,976,26
2.06541061292906,976,27
2.47821286414222,976,28
2.40646753562146,976,29
2.58182822821349,976,30
2.95261663613819,976,31
3.47536271488315,976,32
3.93625532708436,976,33
3.7633720251923,976,34
3.07032327288186,976,35
2.86686204760536,976,36
2.40244250711646,976,37
1.1928507869805,976,38
1.16607847077287,976,39
1.85012594165911,976,40
2.65990770516573,976,41
3.17086281633249,976,42
3.37360726819231,976,43
3.47866914207143,976,44
3.42371757012754,976,45
3.2885440547452,976,46
3.19548102795182,976,47
3.09213017190415,976,48
2.87150935920467,976,49
2.75338500758612,976,50
2.6813030414334,976,51
2.5383209016986,976,52
2.30213661627628,976,53
1.95338680245363,976,54
1.67593884136624,976,55
1.5416111701723,976,56
1.45793312603837,976,57
1.3911293972884,976,58
1.30585680685135,976,59
1.36002647033063,976,60
1.65603894881733,976,61
2.07441895479192,976,62
2.47907744937507,976,63
2.86667978679168,976,64
3.20428681612617,976,65
3.40593790313329,976,66
3.44911017510314,976,67
3.40948104555517,976,68
3.65698140547638,976,69
4.2158005171023,976,70
4.86604870505835,976,71
5.79262729683172,976,72
6.78319968746314,976,73
7.66876456803832,976,74
8.49532924612107,976,75
8.8447291083447,976,76
8.8447291083447,1051,1
8.38217686523018,1051,2
7.3873510137261,1051,3
6.26411629840954,1051,4
4.13162062634022,1051,5
3.43741079884264,1051,6
3.84561724564471,1051,7
4.44098705244679,1051,8
2.91274183545332,1051,9
1.97753482902325,1051,10
1.04298609770217,1051,11
1.60496137025163,1051,12
1.06225844312954,1051,13
0.930648161229581,1051,14
0.977341803055615,1051,15
1.05928041613163,1051,16
1.13333931370971,1051,17
1.24842540826435,1051,18
1.12962560169288,1051,19
1.04380601646091,1051,20
1.732917482167,1051,21
1.63099509502635,1051,22
1.78312029880207,1051,23
1.91578156374885,1051,24
1.96374387331953,1051,25
2.17661434342421,1051,26
2.28042145227587,1051,27
2.46004268255654,1051,28
2.64510680313669,1051,29
3.13859873191843,1051,30
3.76537288990081,1051,31
3.73554306627564,1051,32
3.09618378007508,1051,33
2.45713674833128,1051,34
2.46962729981672,1051,35
1.92577387042197,1051,36
1.33104057038093,1051,37
1.55793099975577,1051,38
2.43359343358746,1051,39
3.24476486050993,1051,40
3.64001428568625,1051,41
3.59270302140324,1051,42
3.39214165388181,1051,43
3.1890253997107,1051,44
2.99769277945556,1051,45
2.85237357300898,1051,46
2.76914661944795,1051,47
2.77903490442276,1051,48
2.84664047606999,1051,49
2.7781024099194,1051,50
2.59054048414612,1051,51
2.29806570837302,1051,52
1.89386113535285,1051,53
1.55209632433042,1051,54
1.41467063304502,1051,55
1.31852682945779,1051,56
1.24343435693244,1051,57
1.32490980825111,1051,58
1.56686502290402,1051,59
1.90050756378395,1051,60
2.21463676479914,1051,61
2.45561031110394,1051,62
2.73134508987788,1051,63
3.05294185991152,1051,64
3.2593256971343,1051,65
3.30393613739733,1051,66
3.39002551612816,1051,67
3.71975348645579,1051,68
4.24059064282324,1051,69
4.77559807772807,1051,70
5.57012297889373,1051,71
6.58320605784142,1051,72
7.45824195102304,1051,73
8.26780654103614,1051,74
8.71773210187145,1051,75
8.71773210187145,1125,1
8.44840322191123,1125,2
7.50474843016073,1125,3
6.35702147235637,1125,4
5.2682507533336,1125,5
2.96571509083391,1125,6
2.16810262672227,1125,7
3.43078037769835,1125,8
4.3317887760139,1125,9
2.92053026007265,1125,10
1.90728970007181,1125,11
1.2449682726881,1125,12
1.59540496426456,1125,13
0.991875496219157,1125,14
0.966613676708539,1125,15
0.958191003923539,1125,16
1.00298255219121,1125,17
1.14124361991645,1125,18
1.07049241006184,1125,19
1.20367312838661,1125,20
1.13069226582656,1125,21
1.46039789098725,1125,22
1.87640160946424,1125,23
1.78729348457381,1125,24
1.8985913199001,1125,25
1.81066479504076,1125,26
2.08659675069238,1125,27
2.35727321284572,1125,28
2.29658725068307,1125,29
2.50919309739207,1125,30
2.98408260609521,1125,31
3.55920623173201,1125,32
3.63877712975115,1125,33
3.29927113162892,1125,34
2.70527669564501,1125,35
2.29589786358191,1125,36
2.05306746114199,1125,37
1.43236238431481,1125,38
1.47002891128032,1125,39
2.19964610790009,1125,40
3.11728551788251,1125,41
3.61393386768491,1125,42
3.55173211264588,1125,43
3.20733799279091,1125,44
2.92025649558391,1125,45
2.69911022375893,1125,46
2.59342514833183,1125,47
2.65656375793994,1125,48
2.83266288145978,1125,49
2.91936893865781,1125,50
2.73813622743647,1125,51
2.48194883105998,1125,52
2.19477242556034,1125,53
1.80340289453023,1125,54
1.4440893324168,1125,55
1.30849417270388,1125,56
1.2457535871913,1125,57
1.28049053100755,1125,58
1.5076120190553,1125,59
1.77543318657729,1125,60
2.00778210969218,1125,61
2.21106738929414,1125,62
2.41362735317613,1125,63
2.61165732821134,1125,64
2.8456315643456,1125,65
3.02948477467704,1125,66
3.07393705205556,1125,67
3.08258154798863,1125,68
3.27221240141895,1125,69
3.70100540394093,1125,70
4.31310190002509,1125,71
4.97710046111187,1125,72
5.70409326711967,1125,73
6.39832009202416,1125,74
7.07669477934438,1125,75
7.75350256335806,1125,76
8.10673824666863,1125,77
8.10673824666863,1201,1
7.73920751756923,1201,2
6.91554488091864,1201,3
5.96329598460449,1201,4
4.97677787328307,1201,5
4.01238445316498,1201,6
0.949052685576517,1201,7
2.83995264045019,1201,8
4.63018757719382,1201,9
2.65167022836551,1201,10
2.96207258520111,1201,11
1.47944786998393,1201,12
1.42766137441622,1201,13
1.02056356979857,1201,14
0.952773845148994,1201,15
0.955582021597309,1201,16
1.00279509372553,1201,17
1.04541809817891,1201,18
1.03259817935148,1201,19
1.26691278310703,1201,20
1.07151854860287,1201,21
1.32924264150681,1201,22
1.59729803105119,1201,23
1.62590928406231,1201,24
1.79370705523505,1201,25
1.83875446974304,1201,26
1.9291397046352,1201,27
2.2924050689178,1201,28
2.45491364410237,1201,29
2.44583196479235,1201,30
2.92911078656988,1201,31
3.6626235132757,1201,32
3.82235437917522,1201,33
3.47835478351476,1201,34
2.67368865053506,1201,35
2.42220168441854,1201,36
2.1380070158912,1201,37
1.55843928338579,1201,38
1.65096365798887,1201,39
2.26214897829475,1201,40
3.05731140056096,1201,41
3.47425819420492,1201,42
3.4772302195857,1201,43
3.31620717085046,1201,44
3.13899522140445,1201,45
2.94686087218247,1201,46
2.72583730255494,1201,47
2.62944290677702,1201,48
2.72162561716339,1201,49
2.78686400816402,1201,50
2.70998690033734,1201,51
2.54273671464428,1201,52
2.25807816516612,1201,53
1.82450541243374,1201,54
1.4681284003792,1201,55
1.36115612623975,1201,56
1.28923892277576,1201,57
1.20912654424589,1201,58
1.28359689934185,1201,59
1.52652219112596,1201,60
1.8244519725112,1201,61
2.11863375787322,1201,62
2.39254696923592,1201,63
2.64641361090817,1201,64
2.8631494896355,1201,65
2.9833890125158,1201,66
3.07137640155029,1201,67
3.13789754453519,1201,68
3.48826231811772,1201,69
4.13606116976043,1201,70
4.67375159802059,1201,71
5.1752712972365,1201,72
6.03245886848804,1201,73
6.9734558147306,1201,74
7.74418252625802,1201,75
8.37766656056446,1201,76
8.37766656056446,1276,1
8.44499857904073,1276,2
7.79319138735858,1276,3
6.72448169006355,1276,4
4.78312816052424,1276,5
2.8638315243743,1276,6
2.54474615629929,1276,7
4.07501914105934,1276,8
3.8951659784918,1276,9
2.64625508974475,1276,10
1.8694199635181,1276,11
1.08048970379176,1276,12
1.42766592730933,1276,13
1.03885225128504,1276,14
0.926159273559359,1276,15
0.948785012529182,1276,16
1.01715338076418,1276,17
1.02154833463718,1276,18
1.11777412745152,1276,19
1.20623463720787,1276,20
1.19019074101591,1276,21
1.50008299770379,1276,22
1.54943796261741,1276,23
1.59565691801214,1276,24
1.70677620091212,1276,25
1.78655086689408,1276,26
2.37182503570563,1276,27
2.62897812847502,1276,28
2.27245858048062,1276,29
2.49920507361841,1276,30
2.71893618902688,1276,31
3.31501704369676,1276,32
3.61305438652672,1276,33
3.51351077983262,1276,34
2.64511587647876,1276,35
2.47080169175917,1276,36
2.32730509388004,1276,37
1.7351890386929,1276,38
1.56877595596057,1276,39
1.99441821090763,1276,40
2.86859181481088,1276,41
3.45342757271671,1276,42
3.4651564178259,1276,43
3.21483125529164,1276,44
2.99568539736735,1276,45
2.79918363098958,1276,46
2.72200734752866,1276,47
2.83525131161243,1276,48
3.00307675559583,1276,49
3.00358352638977,1276,50
2.81590429524869,1276,51
2.51529998210949,1276,52
2.12450323605308,1276,53
1.69634961019243,1276,54
1.40713112395398,1276,55
1.28956465522284,1276,56
1.24554887499447,1276,57
1.28164815764702,1276,58
1.47357694064477,1276,59
1.73072065914751,1276,60
1.96827589529517,1276,61
2.14814198785834,1276,62
2.35402081554093,1276,63
2.67462240325621,1276,64
3.01200332005129,1276,65
3.24252925969836,1276,66
3.30585752869055,1276,67
3.44528445850266,1276,68
3.80886361005484,1276,69
4.2788799936432,1276,70
4.82895630545566,1276,71
5.60666754855324,1276,72
6.47549611998957,1276,73
7.35783894903932,1276,74
8.07669294946886,1276,75
8.26817041430569,1276,76
8.26817041430569,1351,1
7.77673569050665,1351,2
6.89312062856875,1351,3
5.53026699174642,1351,4
3.14879103784294,1351,5
4.19163905888854,1351,6
4.3612458082525,1351,7
3.51924608403561,1351,8
2.90678963807153,1351,9
1.77105731132564,1351,10
1.22385048106376,1351,11
1.40293620667513,1351,12
0.987474050291956,1351,13
0.947972046001358,1351,14
0.943572996646258,1351,15
1.02218687136942,1351,16
1.07493302116923,1351,17
1.43440231455474,1351,18
1.09068143836778,1351,19
1.3118597486012,1351,20
1.57143087662169,1351,21
1.60306518894273,1351,22
1.7779496618296,1351,23
1.64889235549201,1351,24
1.89169051379976,1351,25
2.14968276729382,1351,26
2.34516033567004,1351,27
2.2165021994124,1351,28
2.51170022096587,1351,29
2.9913244558222,1351,30
3.63189275722728,1351,31
3.8137926005487,1351,32
3.60260155998412,1351,33
2.87809954657583,1351,34
2.42742847474442,1351,35
1.90104208264836,1351,36
1.23795032210505,1351,37
1.57241247769152,1351,38
2.40390619617322,1351,39
3.13062932970353,1351,40
3.54940459795724,1351,41
3.55742575467149,1351,42
3.37272204606309,1351,43
3.08866540758302,1351,44
2.76449923132563,1351,45
2.53561925375242,1351,46
2.497515765716,1351,47
2.50811283637718,1351,48
2.56631525732908,1351,49
2.60777778961322,1351,50
2.57169924369083,1351,51
2.3849513621875,1351,52
1.96564035367612,1351,53
1.52434772935836,1351,54
1.28146907883101,1351,55
1.16819390513733,1351,56
1.14178237856432,1351,57
1.20910958973949,1351,58
1.41541266067532,1351,59
1.77482421664795,1351,60
2.17338468753233,1351,61
2.5278360310748,1351,62
2.80510160243796,1351,63
3.02151137677818,1351,64
3.095858039381,1351,65
3.08091220257897,1351,66
3.17631264204266,1351,67
3.6081915137642,1351,68
4.20916939549836,1351,69
4.8933944251409,1351,70
5.76952389716864,1351,71
6.72025438506609,1351,72
7.62635102785074,1351,73
8.5217698279172,1351,74
8.8375202970064,1351,75
8.8375202970064,1425,1
8.35458879897748,1425,2
7.34597699424658,1425,3
6.24504427526339,1425,4
5.05521572239998,1425,5
2.84300298979794,1425,6
2.03051446682854,1425,7
3.60606308874373,1425,8
4.46478857282179,1425,9
2.9038727589204,1425,10
2.15883070202367,1425,11
1.19633649112614,1425,12
1.29318869466138,1425,13
0.989442772473477,1425,14
0.94656325726282,1425,15
0.962194367058964,1425,16
1.07634845658829,1425,17
1.13804305718193,1425,18
1.38857408876876,1425,19
1.07860743553899,1425,20
1.12665389539113,1425,21
1.51453425184114,1425,22
1.59772650976317,1425,23
1.69009644695207,1425,24
1.75367870489437,1425,25
1.8951614706932,1425,26
2.09700858367342,1425,27
2.36537777109704,1425,28
2.26239408591872,1425,29
2.65297757246457,1425,30
3.05248816541522,1425,31
3.7511926103574,1425,32
3.57039199528567,1425,33
3.11474252547462,1425,34
2.31744190865704,1425,35
2.17894102719647,1425,36
1.72749616497404,1425,37
1.45333891436237,1425,38
1.69414816353234,1425,39
2.37294458426656,1425,40
3.13533762137349,1425,41
3.52059000737092,1425,42
3.5005498139578,1425,43
3.24536638917704,1425,44
2.95533314534927,1425,45
2.76549850840676,1425,46
2.68630117447765,1425,47
2.67408993865203,1425,48
2.76689826339893,1425,49
2.7894418796598,1425,50
2.64536084495102,1425,51
2.46010609527313,1425,52
2.11105139681629,1425,53
1.66129497681778,1425,54
1.43064111502501,1425,55
1.38758026794849,1425,56
1.32507131883533,1425,57
1.25194049379354,1425,58
1.37951513221131,1425,59
